id,line_id,name,geometry,buildstart,opening,closure
119,42,"Tobalaba

",POINT(-70.6027326557432 -33.4187274948427),1974,1980,999999
167,46,"Camino Agricola

",POINT(-70.6175597342694 -33.4916668007267),1994,1997,999999
180,45,"Tobalaba

",POINT(-70.6015108333831 -33.4182571761987),2002,2005,999999
134,43,"Cementerios

",POINT(-70.6435975642238 -33.4139765882106),2002,2005,999999
151,42,"Las Rejas

",POINT(-70.7057567629421 -33.4573544430992),1969,1975,999999
146,45,"San Jose de La Estrella

",POINT(-70.5866327200455 -33.5535191878325),2007,2009,999999
162,46,"Irarrazabal

",POINT(-70.6289582326518 -33.4526235634861),1994,1997,999999
152,42,"Ecuador

",POINT(-70.7004222329739 -33.4561213166627),1969,1975,999999
130,42,"Santa Lucía

",POINT(-70.6448627755685 -33.4424870581617),1971,1977,999999
169,46,"Pedrero

",POINT(-70.6123287388128 -33.5081125752822),1994,1997,999999
136,43,"Zapadores

",POINT(-70.642429131577 -33.3909400817592),2002,2006,999999
171,46,"",POINT(-70.6001863486728 -33.5191269671185),1994,1997,999999
133,43,"Patronato

",POINT(-70.6470844024137 -33.4296470769853),2000,2004,999999
106,45,"Vicuña Mackenna

",POINT(-70.5960168630561 -33.519743355767),2002,2006,999999
138,60,"Inés de Suárez

",POINT(-70.6074146926708 -33.4384115078098),2012,2017,999999
118,42,"
El Golf  ",POINT(-70.5956905659478 -33.4166252429004),1974,1980,999999
127,43,"Einstein

",POINT(-70.643152127767 -33.405717098906),2002,2005,999999
117,42,"Alcantara

",POINT(-70.5897044541862 -33.4153930614534),1974,1980,999999
135,43,"Dorsal

",POINT(-70.6427298779366 -33.3967948423544),2002,2006,999999
227,46,"Monte Tabor

",POINT(-70.7453292664529 -33.4821401522389),2005,2011,999999
139,60,"Ñuñoa

",POINT(-70.6049600513514 -33.4542970108254),2012,2017,999999
129,42,"Universidad Católica

",POINT(-70.6403076454516 -33.4400396394807),1971,1977,999999
183,43,"Observatorio

",POINT(-70.6706132649377 -33.5602857338958),2017,2021,999999
142,43,"Franklin

",POINT(-70.6494204234712 -33.4759128713103),1973,1978,999999
116,42,"Escuela Militar

",POINT(-70.5846981789875 -33.414287509469),1974,1980,999999
158,43,"Los Heroes

",POINT(-70.6604330515771 -33.4462128354257),1973,1978,999999
140,60,"Estadio Nacional

",POINT(-70.606216690048 -33.4622793258466),2012,2017,999999
159,43,"Toesca

",POINT(-70.6587337742028 -33.45255260896),1973,1978,999999
112,42,"Baquedano

",POINT(-70.6349397059074 -33.4373246049187),1971,1977,999999
100,40,"San Ramón

",POINT(-70.6430935536046 -33.5412487680293),2003,2006,999999
103,40,"Santa Rosa

",POINT(-70.6340629956384 -33.5424213310593),2003,2006,999999
104,40,"La Granja

",POINT(-70.6160321388219 -33.5411328522485),2003,2006,999999
105,40,"Santa Julia

",POINT(-70.6054868076607 -33.5311235055793),2003,2006,999999
141,46,"Ñuble

",POINT(-70.6248747324531 -33.4671391993866),1994,1997,999999
160,43,"Parque O´higgins (Ex Parque)

",POINT(-70.6568125900403 -33.4605035610387),1973,1978,999999
155,42,"Estación Central

",POINT(-70.6789755161304 -33.450849820226),1969,1975,999999
185,43,"""HOSPITAL EL PINO""

",POINT(-70.6768332221384 -33.5824178640799),2017,2021,999999
143,60,"Pedro Aguirre Cerda

",POINT(-70.664814144922 -33.478705356825),2012,2017,999999
111,42,"
Salvador",POINT(-70.6263385423281 -33.4331276572146),1971,1977,999999
115,42,"Manquehue

",POINT(-70.5678151614542 -33.4089150542068),2007,2010,999999
132,42,"La Moneda

",POINT(-70.6548686708949 -33.4449020715147),1969,1975,999999
148,42,"Neptuno

",POINT(-70.7226579036086 -33.4516839608254),1969,1975,999999
153,42,"San Alberto Hurtado

",POINT(-70.6921949097892 -33.4541785757453),1969,1975,999999
157,42,"Republica

",POINT(-70.667272031262 -33.4477580038726),1969,1975,999999
156,42,"Unión Latinoamericana

",POINT(-70.6737012833004 -33.4495119573122),1969,1975,999999
154,42,"Universidad de Santiago

",POINT(-70.685950753803 -33.4527130874377),1969,1975,999999
123,42,"Los Héroes

",POINT(-70.6615516075879 -33.4464509203425),1969,1975,999999
114,42,"Hernando de Magallanes

",POINT(-70.5556514196228 -33.4079760785332),2007,2010,999999
122,42,"Manuel Montt

",POINT(-70.619658762601 -33.4285622528076),1974,1980,999999
113,42,"Los Dominicos

",POINT(-70.5449390613106 -33.4078979616935),2007,2010,999999
121,42,"Pedro de Valdivia

",POINT(-70.6136484654542 -33.4254069114049),1974,1980,999999
164,46,"Santa Isabel

",POINT(-70.6304200180754 -33.4471307496365),1994,1997,999999
161,43,"Rondizzoni (Ex Rondizzoni - Famae)

",POINT(-70.6563903897193 -33.4700342174093),1973,1978,999999
163,46,"Parque Bustamante

",POINT(-70.6320484075301 -33.4427770551506),1994,1997,999999
184,43,"""LO MARTINEZ""

",POINT(-70.6736866555021 -33.5712610531148),2017,2021,999999
172,43,"El LLano

",POINT(-70.6493799322216 -33.4825365029042),1973,1978,999999
173,43,"San Miguel

",POINT(-70.6509029386587 -33.4881982681826),1973,1978,999999
175,43,"Lo Vial

",POINT(-70.6529726623138 -33.4967644524759),1973,1978,999999
176,43,"Departamental

",POINT(-70.6546375792273 -33.5025427621582),1973,1978,999999
124,43,"Santa Ana 

",POINT(-70.6597798821903 -33.439255425434),1984,1987,999999
179,43,"Ciudad del Niño

",POINT(-70.6566325688317 -33.5095734764657),1973,1978,999999
177,43,"Lo Ovalle

",POINT(-70.6587776062329 -33.5173275932643),1973,1978,999999
128,43,"Vespucio Norte

",POINT(-70.6467126186398 -33.3806534828341),2002,2006,999999
280,73,"Barrancas

",POINT(-70.7520601322924 -33.4365665473647),1911,1911,1951
170,46,"Mirador (Ex Mirador Azul)

",POINT(-70.606256534502 -33.5130571064628),1994,1997,999999
272,72,"San Carlos

",POINT(-70.5782778665655 -33.5978016805462),1893,1895,1960
276,73,"Yungay

",POINT(-70.6806997366826 -33.4329261854609),1903,1903,1951
144,60,"Lo Valledor

",POINT(-70.6810453910651 -33.4784415391003),2012,2017,999999
125,43,"Cal y Canto   

",POINT(-70.6530832458883 -33.4328668677812),1984,1987,999999
236,45,"Simon Bolivar

",POINT(-70.5721066962888 -33.445576809915),2002,2005,999999
194,59,"Hospitales

",POINT(-70.6564067379405 -33.4176732782116),2012,2018,999999
196,59,"Plaza de Armas

",POINT(-70.6526353670922 -33.4374838713705),2012,2018,999999
199,59,"Universidad de Chile 

",POINT(-70.6516581810915 -33.4440802415424),2012,2018,999999
254,45,"Las Mercedes

",POINT(-70.5776586349917 -33.6005004620407),2002,2005,999999
200,59,"Parque Almagro

",POINT(-70.6503987822776 -33.4518586461255),2012,2018,999999
238,45,"Los Orientales

",POINT(-70.5738810074738 -33.4624261182977),2002,2005,999999
239,45,"Grecia

",POINT(-70.5764964169365 -33.4694924438368),2002,2005,999999
197,46,"Plaza de Armas

",POINT(-70.6506306912023 -33.4373066329191),1997,2000,999999
255,45,"Plaza de Puente Alto

",POINT(-70.5759110220599 -33.6096082078375),2002,2005,999999
198,46,"Bellas Artes

",POINT(-70.6443677785637 -33.4365923271784),1997,2000,999999
275,72,"Escuela 
Agricola
",POINT(-70.6175297504843 -33.4917715102509),1893,1895,1960
201,59,"Matta

",POINT(-70.6432851673745 -33.4583486108022),2012,2019,999999
206,59,"Villa Frei

",POINT(-70.5800288428741 -33.4546068368479),2012,2019,999999
232,60,"Ñuble

",POINT(-70.6261213320004 -33.467334557319),2012,2017,999999
209,46,"Baquedano

",POINT(-70.6336980321741 -33.4372497758656),1994,1997,999999
215,46,"Santa Ana

",POINT(-70.6584123005982 -33.4381174483999),1997,2000,999999
207,59,"Plaza Egaña

",POINT(-70.5710942412686 -33.45349957806),2012,2019,999999
219,46,"Gruta de 
Lourdes
",POINT(-70.6912874486606 -33.4380508119247),2005,2010,999999
233,45,"Cristobal Colon

",POINT(-70.5911312460137 -33.4263620641101),2002,2005,999999
189,59,"Los Libertadores

",POINT(-70.6905618380789 -33.3657552551197),2012,2018,999999
208,59,"Fernando Castillo Velasquez

",POINT(-70.558727031287 -33.4522282019972),2012,2019,999999
226,46,"Las Parcelas

",POINT(-70.7399281815544 -33.4752441058427),2005,2011,999999
225,46,"Laguna Sur

",POINT(-70.7378544616872 -33.4626561710208),2005,2011,999999
237,45,"Plaza Egaña

",POINT(-70.5709605532599 -33.4533205513366),2002,2005,999999
244,40,"Vicuña Mackenna

",POINT(-70.5960374624379 -33.5197346387082),2002,2006,999999
187,59,"""LAS TORRES DE QUILICURA""

",POINT(-70.7199306059347 -33.3668306690861),2017,2021,999999
190,59,"Cardenal Caro

",POINT(-70.686125351261 -33.3731759952039),2012,2018,999999
228,46,"Del Sol

",POINT(-70.7531273685458 -33.4902045798724),2005,2011,999999
229,46,"Santiago Bueras

",POINT(-70.7573935056243 -33.49631046281),2005,2011,999999
240,45,"Los Presidentes

",POINT(-70.578681912165 -33.4799800309067),2002,2006,999999
241,45,"Qulin

",POINT(-70.5805420581992 -33.4891215393712),2002,2006,999999
231,46,"Vicente Valdes

",POINT(-70.5966631171295 -33.526597189699),2002,2005,999999
242,45,"Las Torres

",POINT(-70.5871503708976 -33.5002468947315),2002,2006,999999
246,40,"La Cisterna

",POINT(-70.6642621380867 -33.537398398002),2002,2006,999999
191,59,"Vivaceta

",POINT(-70.6794958446343 -33.3855439411207),2012,2018,999999
248,45,"Rojas Magallanes

",POINT(-70.5929071813863 -33.5355824852032),2002,2005,999999
192,59,"Conchali

",POINT(-70.6697588590967 -33.3977744983023),2012,2018,999999
249,45,"Trinidad

",POINT(-70.5877988797426 -33.5472076666487),2002,2005,999999
193,59,"Plaza Chacabuco

",POINT(-70.6610686797481 -33.4070843595655),2012,2018,999999
186,59,"""PLAZA DE QUILICURA""

",POINT(-70.7302636131326 -33.365770161551),2017,2021,999999
250,45,"Los Quillayes

",POINT(-70.5853208670167 -33.5607823412799),2002,2005,999999
253,45,"Proctectora de La Infancia

",POINT(-70.5800418446502 -33.5893434146654),2002,2005,999999
283,75,"",POINT(-66.9264276086125 10.4399267861154),2004,0,999999
282,75,"",POINT(-66.9365006358416 10.4331325186851),2004,0,999999
561,103,"Arganda del Rey

",POINT(-3.44737331884048 40.3041152086121),1995,1999,999999
267,72,"Ñuñoa

",POINT(-70.628653249646 -33.4537531511075),1893,1895,1942
268,72,"Macul

",POINT(-70.6230713822608 -33.4748595816371),1893,1895,1960
279,73,"Resbalon

",POINT(-70.7380771236478 -33.4297510275153),1903,1903,1951
278,73,"Vicentini

",POINT(-70.7203100534616 -33.4306106438574),1903,1903,1951
309,95,"Sol

",POINT(-3.7035749761252 40.4168889857192),1916,1919,999999
324,96,"Sevilla

",POINT(-3.6998070584944 40.4178262640232),1922,1924,999999
311,95,"Tribunal

",POINT(-3.70090078181454 40.4253558900157),1916,1919,99999
319,95,"Atocha

",POINT(-3.69118866493866 40.4083126582668),1919,1921,999999
313,95,"Chamberí

",POINT(-3.69795061253058 40.4324428532649),1916,1919,1966
317,95,"Tirso de Molina

",POINT(-3.70453801681325 40.4125031564029),1919,1921,999999
315,95,"Ríos Rosas

",POINT(-3.70160575232774 40.4415175941021),1916,1919,999999
316,95,"Cuatro Caminos

",POINT(-3.70377535639776 40.4468442377381),1916,1919,999999
322,95,"Pacífico

",POINT(-3.67487727112635 40.4012829947051),1921,1923,999999
326,96,"Retiro

",POINT(-3.68590181127345 40.4206704353747),1922,1924,999999
328,96,"Goya

",POINT(-3.67573078697041 40.4248951767179),1922,1924,999999
330,96,"Ventas

",POINT(-3.66254014957539 40.4311890158783),1922,1924,999999
332,96,"Santo Domingo

",POINT(-3.70829065919057 40.4209402926412),1923,1925,999999
334,96,"San Bernardo

",POINT(-3.70586984666198 40.4296095473717),1923,1925,999999
335,96,"Quevedo

",POINT(-3.70443577430677 40.4335331056875),1923,1925,999999
333,96,"Noviciado

",POINT(-3.70738948148374 40.4248926483129),1923,1925,999999
337,96,"Cuatro Caminos

",POINT(-3.70396108618496 40.4467801772775),1927,1929,999999
217,46,"*LIBERTAD
*",POINT(-70.6742680987945 -33.4397540111618),2000,,999999
210,60,"Los Leones

",POINT(-70.6081066171356 -33.4207473210903),2012,2017,999999
234,45,"Francisco Bilbao

",POINT(-70.5847145647198 -33.4318592084694),2002,2005,999999
247,40,"*ECHEVERRIA*

",POINT(-70.6548263676262 -33.5394115033255),2003,,999999
235,45,"Principe de Gales

",POINT(-70.5732240661181 -33.439058434441),2002,2005,999999
216,46,"Cumming

",POINT(-70.6687259215356 -33.4391759148705),2000,2004,999999
195,59,"Cal y Canto

",POINT(-70.6530761879736 -33.4328436054248),2012,2018,999999
290,75,"",POINT(-66.923763880545 10.4478343841051),2004,0,999999
218,46,"Quinta Normal

",POINT(-70.6799992138181 -33.4403321038734),2000,2004,999999
304,84,"Encants

",POINT(2.18288409078545 41.4073131401276),0,1997,999999
306,84,"Bac de Roda

",POINT(2.19493833217814 41.4147059736497),0,1997,999999
308,84,"La Pau

",POINT(2.20598932606183 41.423755723871),0,1997,999999
188,59,"""EFE QUILICURA""

",POINT(-70.7041788342507 -33.3655562121728),2017,2021,999999
266,72,"Pirque

",POINT(-70.6332156898889 -33.4375895477819),1893,1895,1942
263,70,"Maestranza

",POINT(-70.6970721074514 -33.6067693972316),2014,2017,999999
301,84,"Tetuan



",POINT(2.17497384582617 41.3944548518811),0,1995,999999
288,75,"
El Valle  ",POINT(-66.9055549172243 10.4675968373261),0,0,999999
220,46,"Blanqueado

",POINT(-70.7072941076439 -33.4415401382153),2005,2010,999999
221,46,"Lo Prado  

",POINT(-70.7159215254476 -33.4433378970791),2005,2010,999999
243,45,"Macul

",POINT(-70.5902819496783 -33.5104534720155),2002,2006,999999
245,45,"Vicente Valdes

",POINT(-70.5967333965506 -33.5265757651827),2002,2005,999999
107,43,"La Cisterna 

",POINT(-70.6644059334689 -33.5377518127554),2000,2004,999999
287,75,"La Bandera

",POINT(-66.9009858337224 10.4790646403425),0,0,999999
223,46,"Pudahuel

",POINT(-70.7409685562525 -33.4446879963622),2005,2010,999999
222,46,"San Pablo

",POINT(-70.7231417278429 -33.4442464493527),2005,2010,999999
213,60,"Franklin

",POINT(-70.648531515191 -33.4765671463291),2012,2017,999999
269,72,"Bellavista

",POINT(-70.5985526670654 -33.5218558371287),1893,1895,1960
314,95,"Iglesia

",POINT(-3.69888157299246 40.4350121036089),1916,1919,9999999
270,72,"La Estrella

",POINT(-70.5866756499321 -33.5533197912296),1893,1895,1960
251,45,"Elisa Correa

",POINT(-70.5839445951114 -33.568886347637),2002,2005,999999
252,45,"Hospital Sotero del Rio

",POINT(-70.5824296859765 -33.5768365764949),2002,2005,999999
224,46,"Barrancas

",POINT(-70.7390744749663 -33.4526510300035),2005,2011,999999
214,60,"Bio Bio

",POINT(-70.642303024024 -33.4762876147819),2012,2017,999999
230,46,"Plaza de Maipo

",POINT(-70.7572490530899 -33.5102019910269),2005,2011,999999
202,59,"Irarrazabal

",POINT(-70.6277206148122 -33.4549248332808),2012,2019,999999
271,72,"Quillayes

",POINT(-70.5853201782329 -33.5608735658879),1893,1895,1960
203,59,"Monseñor Eyzaguirre

",POINT(-70.613652925801 -33.453192110921),2012,2019,999999
298,84,"Sant Antoni



",POINT(2.16303704204958 41.3793232881075),0,1995,999999
273,72,"Puente Alto

",POINT(-70.575408151496 -33.612520812896),1893,1895,1960
1654,172,"",POINT(-0.144179354594598 51.4941259159975),1859,1860,999999
204,59,"Ñuñoa

",POINT(-70.6050926396437 -33.4541715414651),2012,2019,999999
277,73,"Tropezon

",POINT(-70.6918381204027 -33.4317552501285),1903,1903,1951
205,59,"Chile-España

",POINT(-70.5980895013569 -33.454882492757),2012,2019,999999
340,95,"Estrecho

",POINT(-3.70291060004701 40.4541550905225),1927,1929,999999
281,73,"LA CAPILLA

",POINT(-70.7423116550005 -33.4150315038214),1903,1903,1934
284,75,"",POINT(-66.8823273494442 10.4959652080327),0,0,999999
342,96,"
Lista",POINT(-3.67536856592483 40.4293404106882),1930,1932,1944
285,75,"",POINT(-66.8891789568046 10.4878930121556),0,0,999999
286,75,"",POINT(-66.8957404751044 10.4834893834896),0,0,999999
318,95,"Antón Martín

",POINT(-3.69926329749427 40.4123081507771),1919,1921,999999
325,96,"
Banco de España",POINT(-3.69464746701775 40.4191392938703),1922,1924,999999
331,96,"Ópera

",POINT(-3.70952859422641 40.4181900939557),1923,1925,999999
289,75,"Los Jardínes

",POINT(-66.9181845507373 10.4574208129171),0,0,999999
320,95,"Atocha Renfe

",POINT(-3.68854541861145 40.4066622268584),1986,1988,999999
327,96,"Príncipe de Vergara

",POINT(-3.68028280238781 40.4227684541987),1922,1924,999999
321,95,"Menéndez Pelayo

",POINT(-3.68090925776619 40.4043323929234),1921,1923,999999
339,95,"Tetuán

",POINT(-3.69840655025175 40.4607160218128),1927,1929,999999
310,95,"Gran Vía

",POINT(-3.70157557841449 40.4200094969584),1916,1919,999999
312,95,"Bilbao

",POINT(-3.70230036020973 40.4289325990865),1916,1919,99999
323,95,"Puente de Vallecas

",POINT(-3.66928414435077 40.3984283335424),1921,1923,999999
336,106,"Príncipe Pío

",POINT(-3.71954178751429 40.4206218085954),1923,1925,999999
329,96,"Manuel Becerra

",POINT(-3.6687639221031 40.4281816478447),1922,1924,999999
345,96,"Sol

",POINT(-3.70364997472831 40.4169176584359),1922,1924,999999
338,96,"Canal

",POINT(-3.7042395349219 40.4386927341549),1996,1998,999999
341,95,"Alvarado

",POINT(-3.70348865992955 40.4505261439731),1927,1929,999999
343,96,"Diego de León

",POINT(-3.67492071576828 40.4347094715042),1930,1932,1944
346,97,"Lavapiés

",POINT(-3.70091829079797 40.4084321336129),1933,1936,999999
344,97,"Sol

",POINT(-3.70370339871627 40.4168464218509),1933,1936,999999
347,97,"Embajadores

",POINT(-3.7023906582308 40.4050256372092),1933,1936,999999
348,98,"Argüelles

",POINT(-3.71616759766323 40.4306014892002),1941,1944,999999
349,98,"San Bernardo

",POINT(-3.70572413933459 40.4295613626275),1941,1944,999999
350,98,"Bilbao

",POINT(-3.70211285001079 40.4289112753481),1941,1944,999999
351,98,"Alonso Martínez

",POINT(-3.69586629549343 40.4276110819376),1941,1944,999999
352,98,"Colón

",POINT(-3.69181230511427 40.4258690533847),1941,1944,999999
355,98,"Goya

",POINT(-3.67621213724254 40.4249030036648),1944,1944,999999
353,98,"Serrano

",POINT(-3.68751779889226 40.4253861054894),1941,1944,999999
356,98,"Lista

",POINT(-3.67528823252758 40.4293467898352),1944,1944,999999
562,103,"La Poveda

",POINT(-3.47613957458242 40.3187282381643),1995,1999,999999
354,98,"Velázquez

",POINT(-3.68340580542016 40.425226942462),1941,1944,999999
563,103,"Rivas Vaciamadrid

",POINT(-3.51855195023899 40.3265279780936),1995,1999,999999
565,103,"Rivas Urbanizaciones

",POINT(-3.54765317396249 40.366979013883),1995,1999,999999
359,97,"Plaza de España

",POINT(-3.71096953872043 40.4236041081663),1939,1941,999999
566,103,"Mirasierra

",POINT(-3.71615869924679 40.4907654786137),2009,2011,999999
